358|Schmitt 2014|Schmitt, Rüdiger (2014). Wörterbuch der altpersischen Königsinschriften. Complete dictionary of Old Persian inscriptions. Wiesbaden: Reichert.
305|Schrijver 1995|Schrijver, Peter (1995). Studies in British Celtic historical phonology. Leiden studies in Indo-European 5. Amsterdam: Rodopi.
328|Schrijver 1997|Schrijver, Peter (1997). Studies in the history of Celtic pronouns and particles. Maynooth Studies in Celtic Linguistics. Maynooth: National University of Ireland, Department of Old and Middle Irish.
289|Schrijver 2011a|Schrijver, Peter (2011a). “Middle and Early Modern Breton”. In: Brythonic Celtic – Britannisches Keltisch. From Medieval British to Modern Breton. Ed. by Elmar Ternes. Münchner Forschungen zur historischen Sprachwissenschaft (MFhS) 11. Bremen: Hempen, pp. 359–329.
273|Schrijver 2011b|Schrijver, Peter (2011b). “Old British”. In: Brythonic Celtic – Britannisches Keltisch. From Medieval British to Modern Breton. Ed. by Elmar Ternes. Münchner Forschungen zur historischen Sprachwissenschaft (MFhS) 11. Bremen: Hempen, pp. 1–84.
347|Schumacher 2000|Schumacher, Stefan (2000). The historical morphology of the Welsh verbal noun. Maynooth studies in Celtic linguistics. Maynooth: Dept. of Old Irish, National University of Ireland.
304|Schumacher 2004|Schumacher, Stefan (2004). Die keltischen Primärverben. Ein vergleichendes, etymologisches und morphologisches Lexikon. In collab. with Britta Schulze-Thulin & Caroline aan de Wiel. Innsbrucker Beiträge zur Sprachwissenschaft 110. Innsbruck: Inst. für Sprachen und Literaturen der Univ., Abt. Sprachwiss.
364|Schumacher & Matzinger 2013|Schumacher, Stefan & Joachim Matzinger (2013). Die Verben des Altalbanischen. Belegwörterbuch, Vorgeschichte und Etymologie. Albanische Forschungen 33. The latest scholarly work on the Albanian verb from a historical perspective, very reliable. Wiesbaden: Harrassowitz.
260|Schuster-Šewc 1978–1989|Schuster-Šewc, H. (1978–1989). Historisch-etymologisches Wörterbuch der ober- und niedersorbischen Sprache. Etymology dictionary of the Upper and Lower Sorbian Language. Bautzen: Domowina-Verlag.
185|Schwartz 2006|Schwartz, Martin (2006). On Haoma, and its Liturgy in the Gathas. Ed. by A. Panaino & A. Piras. Proceedings of the 5th Conference of the Societas Iranologica Europæa 1. Milan: Mimesis, pp. 215–224.
216|Schwarze 1996|Schwarze, Helge L. (1996). Engelsk-dansk ordbog. English-Danish dictionary. Copenhagen: Munksgaard.
188|Schweizerisches Idiotikon|Schweizerisches Idiotikon. Wörterbuch der schweizerdeutschen Sprache. digital edition reproducing original publication. url: https://www.idiotikon.ch/online-woerterbuch.
61|Scottish Gaelic Swadesh list from en.wiktionary.org|Scottish Gaelic Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Scottish_Gaelic_Swadesh_list.
117|Serbian Swadesh list from en.wiktionary.org|Serbian Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Serbian_Swadesh_list.
103|Shackle 2003|Shackle, Christopher (2003). “Panjabi”. In: The Indo-Aryan Languages. Ed. by George Cardona & Dhanesh Jain. London: Routledge.
101|Shapiro 2003|Shapiro, Michael C. (2003). “Hindi”. In: The Indo-Aryan Languages. Ed. by George Cardona & Dhanesh Jain. London: Routledge.
290|Sihler 1995|Sihler, Andrew Littleton (1995). New comparative grammar of Greek and Latin. New York and Oxford: Oxford University Press. isbn: 0-19-508345-8.
134|Sims-Williams 1989a|Sims-Williams, Nicholas (1989a). East Middle Iranian. Ed. by Rüdiger Schmitt. Compendium Linguarum Iranicarum. Wiesbaden: Reichert.
135|Sims-Williams 1989b|Sims-Williams, Nicholas (1989b). Sogdian. Ed. by Rüdiger Schmitt. Compendium Linguarum Iranicarum. Wiesbaden: Reichert.
197|Sipma 1913|Sipma, P. (1913). Phonology and grammar of modern West Frisian. Oxford: Oxford University Press.
110|Slavic Swadesh list from en.wiktionary.org|Slavic Swadesh list from en.wiktionary.org. url: http://en.wikipedia.org/wiki/Swadesh_list_of_Slavic_languages.
44|Slavic Swadesh lists from en.wiktionary.org|Slavic Swadesh lists from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Swadesh_lists_for_Slavic_languages.
248|Słownik języka polskiego PWN (Monolingual Polish dictionary)|Słownik języka polskiego PWN (Monolingual Polish dictionary). url: http://sjp.pwn.pl/.
209|Söderwall 1884|Söderwall, K. F. (1884). Ordbok öfver svenska medeltids-språket. Old Swedish-Swedish dictionary. Lund: Berlingska boktryckeri- och stilgjuteri-aktiebolaget.
357|Soukhanov 1992|Soukhanov, Anne H. et al., eds. (1992). The American Heritage Dictionary of the English Language. 3rd ed. Boston and New York: Houghton Mifflin Company.
120|Spanish Swadesh list from en.wiktionary.org|Spanish Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Spanish_Swadesh_list.
262|SSČ 2005|SSČ (2005). Slovník spisovné češtiny pro školu a veřejnost. Monolingual Czech dictionary. Praha: Academia.
381|Starke 1980|Starke, F. (1980). “Keilschriftluwisch manā-tti ’sehen’, mammanna-i ’schauen’”. In: Kadmos 19, pp. 142–148.
373|Starke 1990|Starke, F. (1990). Untersuchung zur Stammbildung des keilschrift-luwischen Nomens. Studien zu den Boğazköy-Texten (StBoT) 31. a full PDF version can be retrieved via http://www.hethport.uni-wuerzburg.de/stbot/anforder.php?band=31. Wiesbaden: Harrassowitz.
321|Steblin-Kamenskij 1999|Steblin-Kamenskij, I. M. (1999). Ėtimologičeskij slovar’ vachanskogo jazyka. St. Petersburg: Peterburgskoe Vostokovedenie.
204|Steensland 2006|Steensland, Lars (2006). Liten älvdalsk-svensk och svensk-älvdalsk ordbok [Small Elfdalian-Swedish dictionary]. Älvdalen: Ulum Dalska.
202|Steensland 2010|Steensland, Lars (2010). Material till en älvdalsk ordbok [Material for an Elfdalian lexicon]. Älvdalen: Ulum Dalska.
430|Stephan, Konstantin|Stephan, Konstantin. student assistent at CoBL.
435|Strand, Richard F.|Strand, Richard F. Independent Scholar, Cottonwood, Arizona, USA.
431|Strand 1998|Strand, Richard F. (1998). Kâmviri Lexicon. Richard Strand’s Nuristân Site. url: http://nuristan.info/lngFrameL.html.
440|Strand 2007–2016|Strand, Richard F. (2007–2016). Transcription and Pronunciation of the Nuristâni Languages. A standard for transcribing the Nûristânî languages. url: http://nuristan.info/Nuristani/phon.html.
434|Strand 2008|Strand, Richard F. (2008). Saňu-vi:ri Lexicon. Richard Strand’s Nuristân Site. url: http://nuristan.info/lngFrameL.html.
432|Strand 2011|Strand, Richard F. (2011). Kâta-vari (Kti-vřâ·i vari) Lexicon. Richard Strand’s Nuristân Site. url: http://nuristan.info/lngFrameL.html.
343|Streitberg 1910|Streitberg, Wilhelm (1910). Die Gotische Bibel. .2: Gotisch-Griechisch-Deutsches Wörterbuch. Germanische Bibliothek 2,3. Heidelberg: Carl Winter Universitätsbuchhandlung.
315|Stüber 1998|Stüber, Karin (1998). The historical morphology of n-stems in Celtic. Maynooth Studies in Celtic Linguistics. Maynooth: Department of Old and Middle Irish.
211|Svenska Akademien 2009|Svenska Akademien (2009). Svensk ordbok utgiven av Svenska Akademien. Swedish dictionary. Stockholm: Svenska Akademien.
392|Svenska akademiens ordbok (Swedish Academy’s Dictionary|Svenska akademiens ordbok (Swedish Academy’s Dictionary. url: http://g3.spraakdata.gu.se/.
196|ten Doornkaat Koolman 1879–1984|ten Doornkaat Koolman, J. (1879–1984). Wörterbuch der ostfriesischen Sprache Band 1–3. Norden: Herm. Braams. url: https://archive.org/details/wrterbuchderos01dooruoft.
145|Thomas 1964|Thomas, Werner (1964). Tocharisches Elementarbuch. Vol. II: Texte und Glossar. Heidelberg: Carl Winter.
186|Thordarson 2009|Thordarson, Fridrik (2009). Ossetic Grammatical Studies. Vienna: ÖAW.
227|Thurneysen 1946|Thurneysen, Rudolf (1946). A Grammar of Old Irish. Dublin: Dublin Institute of Advanced Studies.
457|Tischler 1991|Tischler, Johann (1991). Hethitisches etymologisches Glossar. .3. fasc. 8 (T, D/1). Innsbruck.
463|Tischler 2001|Tischler, Johann (2001). Hethitisches Handwörterbuch. mit dem Wortschatz der Nachbarnsprachen. Innsbruck.
462|Tischler 2006|Tischler, Johann (2006). Hethitisches etymologisches Glossar. .II. Lieferung 14. S/2. Innsbruck: Institut für Sprachen und Literaturen der Univ.
29|Trail 1973|Trail, Ronald L., ed. (1973). Patterns in Clause, Sentence and Discourse in Selected Languages of India and Nepal (SIL). International Publications in Linguistics 41(4). Norman: Summer Institute of Linguistics of the University of Oklahoma. url: http://www.sil.org/resources/archives/8617.
458|Trubačev 1974–|Trubačev, O. N., ed. (1974–). Etimologičeskij slovar’ slavjanskich jazykov. praslavjanskij leksičeskij fond. Etymology dictionary of Slavic languages. Moskva: Nauka.
30|Trumpp 1986|Trumpp, E. (1986). Grammar of the Sindhi Language. Delhi: Jetley.
363|Tsabolov = Cabolov 2001–2010|Tsabolov = Cabolov, R. L. (2001–2010). Ėtimologičeskij slovar’ kurdskogo jazyka. Moskva: Vostočnaja Literatura.
69|Turner 1931|Turner, R. L. (1931). A Comparative and Etymological Dictionary of the Nepali language. London: Kegan Paul, Trench, and Trubner.
442|Turner 1962–1966|Turner, Ralph Lilley (1962–1966). A Comparative Dictionary of Indo-Aryan Languages. with three supplements: 1969–1985. London: Oxford University Press. url: http://dsal.uchicago.edu/dictionaries/soas/.
237|University of Wales dictionary|University of Wales dictionary. url: http://www.geiriadur.net/.
279|Untermann 2000|Untermann, Jürgen (2000). Wörterbuch des Oskisch-Umbrischen. Heidelberg: Winter.
247|Utas 1986|Utas, Bo (1986). “Jang u asti: War and peace in Iran”. In: Kalyanamitraraganam. Essays in honour of Nils Simonsson. Ed. by E. Kahrs. Oslo: The Institute for Comparative research in human culture, pp. 287–302.
223|Van Sterkenburg 2002|Van Sterkenburg, P., ed. (2002). Van Dale Groot woordenboek hedendaags Nederlands. Utrecht and Antwerpen: Van Dale Lexicografie.
129|van Scherpenberg, Cornelia|van Scherpenberg, Cornelia. Allgemeine und Indogermanische Sprachwissenschaft Ludwig-Maximilians-Universität München, Intern at EPLC, MPI Psycholinguistics, Nijmegen March-April 2012.
76|van Windekens 1976|van Windekens, A. J. (1976). Le Tokharien confronté les autres langues indo-européennes. Vol. 1: La phonétique et le vocabulaire. Louvain: Centre International De Dialectologie Générale.
455|Varella 2006|Varella, Stavroula (2006). Language Contact and the Lexicon in the History of Cypriot Greek. Bern: Peter Lang.
251|Various Belarusian dictionaries|Various Belarusian dictionaries. url: http://www.slounik.org/.
252|Various Ukrainian dictionaries|Various Ukrainian dictionaries. url: http://ukrlit.org/slovnyk.
178|Vasmer 1952|Vasmer, Max (1952). Russisches Etymologisches Wörterbuch. Heidelberg: Carl Winter.
296|Vendryes, Bachellery & Lambert 1959–1996|Vendryes, Joseph, Edouard Bachellery & Pierre-Yves Lambert (1959–1996). Lexique étymologique de l’Irlandais Ancien (LEIA). Vol. 1–7. Dublin: Dublin Inst. for Advanced Studies.
443|von Wartburg 1922–2002|von Wartburg, Walther et al. (1922–2002). Französisches Etymologisches Wörterbuch. Eine darstellung des galloromanischen sprachschatzes. Vol. 1–25. 25 volumes. Bonn et al.: Klopp et al.
70|Walde 1930|Walde, Alois (1930). Vergleichendes Wörterbuch der Indogermanischen Sprachen. Berlin and Leipzig: de Gruyter.
175|Walde & Hoffmann 1938–1954|Walde, Alois & J. B. Hoffmann (1938–1954). Lateinisches Etymologisches Wörterbuch. two volumes: A–L 1938 and M–Z 1954. Heidelberg: Winter.
219|Wangensteen 2005|Wangensteen, Boye, ed. (2005). Bokmålsordboka. Bokmål Norwegian dictionary. Oslo: Kunnskapsforlaget.
391|Watkins 1969|Watkins, Calvert (1969). Indogermanische Grammatik. Vol. III: Formenlehre.1: Geschichte der indogermanischen Verbalflexion. Heidelberg: Carl Winter.
378|Watkins 1982|Watkins, Calvert (1982). Notes on the Plural Formations of the Hittite Neuter. Ed. by E. Neu. Wiesbaden, pp. 250–262.
356|Watkins 2000|Watkins, Calvert (2000). American Heritage Dictionary of Indo-European Roots. 2nd ed. Separately published appendix to the American Heritage Dictionary of the English Language, identifying the Indo-European roots found in all Modern English words of Indo-European origin (as inherited or as borrowed from other IE languages). Boston and New York: Houghton Mifflin Company.
230|Watson 2005|Watson, Angus (2005). The Essential English-Gaelic Dictionary. Edinburgh: Birlinn.
68|Weeks 1985|"Weeks, David Michael (1985). Hittite Vocabulary. An Anatolian Appendix to Buck’s ""Dictionary of Selected Synonyms in the prinicipal Indo-European languages"". Los Angeles: University of California."
162|Whitlam 2000|Whitlam, John (2000). HarperCollins Portuguese dictionary. Portuguese-English, English Portuguese. New York: Harper Collins.
31|Wmffre 1998|Wmffre, Iwan (1998). Late Cornish. Languages of the world/Materials 135. Munich: Lincom Europa.
274|NIL|Wodtko, Dagmar S., Britta Irslinger & Carolin Schneider (2008). Nomina im indogermanischen Lexikon (NIL). Heidelberg: Winter.
32|Woodhouse 1910|Woodhouse, M. A. (1910). English-Greek Dictionary. A Vocabulary of the Attic Language. London: George Routledge & Sons.
46|xobdo.net|xobdo.net. A Multilingual Online Dictionary. url: http://www.xobdo.net/dic09/dic.php.
243|Yacoubian 1944|Yacoubian, Adour H. (1944). English-Armenian and Armenian-English concise dictionary. Los Angeles: Armenian Archives Press.
194|Young & Clewer 1985|Young, George Vaughan Chichester & Cynthia R. Clewer (1985). Føroysk-ensk orðabók – Faroese-English Dictionary. Peel (Isle of Man): Mansk-Svenska Publishing Co. Ltd. url: https://archive.org/details/bub_gb_XfvZ9J4oABwC.
124|Zantema 1984|Zantema, J. W. (1984). Frysk Wurdboek, frysk-nederlânsk. Leeuwarden: A. J. Osinga Uitgeverij.
154|Zarubin 1960|Zarubin, I. I. (1960). Šugnanskije teksty i slovar’. Moscow: Izdatel’vo Akademij Nauk SSSR.
128|Zimmermann, Martina|Zimmermann, Martina. Berndeutsch elicitation March 2012, Swadesh 207 word lists using semantically specified elication tool (provided by Dunn and Bellamy-Dworak).
||
||
